# time	channel1	channel2	channel3	channel4	channel5	channel6	channel7	channel8	channel9	channel10	channel11	channel12	channel13	channel14	channel15	channel16	channel17	channel18	channel19	channel20	channel21	channel22	channel23	channel24	channel25	channel26	channel27	channel28	channel29	channel30	channel31	channel32	channel33	channel34	channel35	channel36	channel37	channel38	channel39	channel40	channel41	channel42	channel43	channel44	channel45	channel46	channel47	channel48	channel49	channel50
2.500000000000000000e+00	9.464825116441988317e-01	8.874689729727691656e-01	9.820702284220204081e-01	9.952024566921027215e-01	8.179017808788909827e-01	9.822850254871996478e-01	8.342303600009338682e-01	8.444410768847374626e-01	2.829796117433316244e-02	8.752383647732481231e-01	7.316507573719908120e-01	8.565213091452524852e-01	7.671555639201577126e-01	9.924404680470255702e-01	8.867833394592669061e-01	2.566548252848716571e-01	5.372647597481936543e-01	9.951656545905398499e-01	9.221829946295481140e-01	9.781137948322031761e-01	9.849504670702997622e-01	9.231665793793015773e-01	7.632024880508848641e-01	9.933132547143905811e-01	5.075958207823606516e-01	3.976092383586080636e-01	6.959599274748191622e-01	9.611720569503977574e-01	8.875926845272675836e-01	9.445954119322386155e-01	7.184308806240123912e-01	9.652495168019903371e-01	4.988509248424921050e-01	6.030384499348186988e-01	6.983529658234791659e-01	8.142582739296589933e-01	6.710312391057569048e-01	8.972303058911254015e-01	8.772439117876790204e-01	8.404222271562761248e-01	5.331844112632153632e-01	9.045972445405879858e-01	8.780671497515886159e-01	8.355577496718379349e-01	8.238430288925902012e-01	6.029736184642672248e-01	9.776972205443341668e-01	9.993573779894838749e-01	3.510580288530986137e-01	6.721926298779780096e-01
2.750000000000000000e+00	9.927590274258203396e-01	8.319436647905749105e-01	8.485263105021891850e-01	8.533512538250699331e-01	9.854606302324742106e-01	9.849518834984194449e-01	9.234147529010430233e-01	9.995479900469317336e-01	3.497764801036017390e-01	9.131813069135236161e-02	3.123208933523382580e-01	9.999940815193487653e-01	-1.907982721208699994e-01	9.637630125891291089e-01	3.870704654478240303e-01	8.575975357318249559e-01	9.119334286162540382e-01	9.530049237380163740e-01	9.887817034349827283e-01	8.277651840284016016e-01	9.301312626562374675e-01	4.008299359678254570e-01	2.725850335259231150e-01	9.976439072821455811e-01	2.442399212156686483e-01	9.691849020209469812e-01	9.844200569448288141e-01	5.968640581926693001e-01	9.992531428330021503e-01	9.999972584694970523e-01	-1.628993858562978181e-01	9.821179133047618359e-01	9.969831513463476291e-01	8.717933018079127017e-01	9.974977283959520769e-01	1.205321918119265506e-01	9.349426795700926940e-01	9.948110785216878194e-01	7.363794562244425634e-01	5.578049585301595448e-01	-3.483519488880761350e-01	2.557118261027467310e-01	7.287402077251858845e-01	-8.767032320285766955e-02	9.128510983448508975e-01	9.527939876664083263e-01	7.668081385606343447e-01	9.149664151982931370e-01	-2.710553628352806999e-01	9.909423515293175333e-01
3.000000000000000000e+00	5.997487923688255007e-01	2.270109144404507673e-01	4.617539026423371773e-01	-2.002212237078279111e-01	7.881913068567226732e-01	5.090487056347762218e-01	6.892060208410927258e-01	6.243858610916103169e-01	8.088436692118706750e-01	-5.137422605294773570e-01	3.615039701173040632e-01	5.002415287278565437e-01	-7.697226170974471593e-01	5.320545028546440625e-01	5.315731084512075044e-02	9.549883973591969388e-01	9.563744962152406215e-01	6.865689036445762339e-01	8.678408530226052742e-01	1.341303066516753850e-01	4.202836984895352290e-01	-2.429108384305869728e-01	-3.169647206048913923e-01	9.305100175419488417e-01	-2.856659381604918502e-01	8.048541637016836114e-01	7.664824134610794815e-01	-2.423941842338141195e-01	5.669655467466189203e-01	6.459182985199570792e-01	-7.959664515889497416e-01	5.687370069084535240e-01	9.429873283989441690e-01	9.920014135930964594e-01	8.084899101831439783e-01	-9.588374232263110475e-01	8.829070024371875602e-01	7.326767346388275426e-01	3.417262456287509242e-01	-2.040726956654591584e-01	-9.379311631344087186e-01	4.736371578293230647e-03	2.725515664609534650e-01	-3.643626118727466556e-01	-3.749784559594674890e-04	9.946186477917637880e-01	1.672809478459648946e-01	4.988713051725932046e-01	-6.537731440071594680e-01	9.628899310809858614e-01
3.250000000000000000e+00	1.298986437087051027e-01	-3.162454732197859109e-01	2.459919627966932754e-01	-9.541155833510586159e-01	7.170186396038957799e-01	-2.122830822543967655e-01	2.771306921285850988e-01	9.439500554314735059e-02	9.996762537336878474e-01	-9.994313102845865382e-01	-2.171873237751229258e-01	-1.248955117121727104e-02	-9.476790335446295677e-01	1.416175929922505738e-01	-7.008237145238976895e-01	7.806085855928169837e-01	5.654991570627728725e-01	-2.311582341408394969e-01	6.005746671180055563e-01	-5.763990311833794289e-01	-3.490185137619081779e-01	-8.879449501264962130e-01	-7.440272219568485612e-01	2.739917655073839664e-01	-9.077837754371909096e-01	2.706601152940436017e-01	-2.107653202610633089e-02	-8.568722977319624956e-01	-5.814296065449402889e-02	-1.132269669951712909e-01	-8.878498994858764481e-01	5.618974529577807492e-02	6.496718645986379048e-01	8.161339969662556593e-01	-6.654233076395761615e-02	-9.786769557012323650e-01	2.939318214407822816e-01	5.754244852582469649e-01	-3.473621553662963879e-01	-6.160194568787422664e-01	-9.933988079797224646e-01	-4.133139173149519285e-01	-3.433697910309672086e-01	-9.373494895434422158e-01	-5.382143237356865617e-01	8.205227710305303956e-01	-6.796737329885040868e-01	3.575033408148223235e-01	-9.719104321968056182e-01	4.506938201487236673e-01
3.500000000000000000e+00	-2.942668498277125622e-01	-7.619976614263761494e-01	-6.295733515830046478e-01	-7.268972466909650043e-01	-5.867916448475588020e-02	-7.114149213053099219e-01	-3.422477425820174557e-01	-6.429913197553849269e-01	7.744918550844491767e-01	-7.399930362798613492e-01	-6.701671011363168340e-01	-8.051369237214329733e-01	-6.143973717818391744e-01	-4.839369779984309949e-01	-9.588010200820358264e-01	1.437190710902591650e-01	-1.299694883347081165e-01	-8.313700454812965601e-01	-3.915781009174825744e-01	-9.721573116246836621e-01	-7.828962634849764290e-01	-9.997133056685860719e-01	-9.481524176125857295e-01	8.732762237066903077e-02	-9.989800412263384333e-01	-3.628731872915857970e-01	-7.845349781389149291e-01	-9.879714154310459406e-01	-2.952420921747483384e-01	-5.646357457003338132e-01	-9.920124286134837099e-01	-5.954055848617171298e-01	2.500431113188274490e-01	4.538564908859480385e-01	-7.294222991923131616e-01	-8.093497708825683201e-01	3.544143864915538789e-02	2.180700970280568529e-01	-5.948097230681521630e-01	-9.091888699397764340e-01	-9.111848898199066404e-01	-8.033929343037354842e-01	-8.502620457891905126e-01	-8.328115254464886208e-01	-9.194282539601404958e-01	3.944960340584482417e-01	-8.593201352811297156e-01	2.963950734949095944e-02	-9.925009953479636549e-01	-4.212392524627673329e-01
3.750000000000000000e+00	-9.021755054012068342e-01	-9.997706133819922458e-01	-9.655842904986975395e-01	-1.721663053548695976e-01	-1.693074358880314600e-01	-9.995684491786197556e-01	-5.960597964244450653e-01	-9.977030718749081428e-01	-1.903531503375946177e-01	-5.170077338414940521e-02	-8.918038835568574685e-01	-9.370134204542855949e-01	1.355569833607942754e-01	-9.492380364900320222e-01	-9.991908909639914960e-01	-5.555320203023950132e-01	-8.624900828218481363e-01	-7.694539050442747996e-01	-8.865084011246801010e-01	-9.682916529666224514e-01	-9.997396128028168683e-01	-8.041699741737418083e-01	-9.630954201965865602e-01	-6.055149533841104326e-01	-9.683075114821323437e-01	-8.083469761517603214e-01	-8.749312136079341329e-01	-8.026064677186699470e-01	-5.953151390775123231e-01	-7.663260577343887769e-01	-9.685100300618014746e-01	-9.187408404852872579e-01	-2.413373475483719111e-01	-2.304175665431188735e-01	-9.983169958412457801e-01	-6.554244514832178181e-01	-7.374872179272413675e-01	-5.383303334620047620e-01	-8.962529343611257415e-01	-9.245174385753514024e-01	-7.281894380186804128e-01	-9.920391432857845748e-01	-9.847046338227565254e-01	1.355630919255373067e-02	-8.016284134547251305e-01	-4.127479124912220576e-01	-9.719076768210646033e-01	-3.758903526451609078e-01	-4.648495804834157363e-01	-7.998348167423362520e-01
4.000000000000000000e+00	-9.488405220660282025e-01	-5.694753715520586290e-01	-9.947726512593078052e-01	-6.762261520286648453e-02	-6.856987946637864706e-01	-8.501726775431772687e-01	-9.548875554893992978e-01	-7.565298363012231686e-01	-7.049768702052697789e-01	3.109704616161633739e-01	-8.640676152755327744e-01	-9.114785439372939946e-01	8.112087540167089994e-01	-8.776915621925374111e-01	-7.651520438299271865e-01	-7.971457271964161873e-01	-8.396852375975032423e-01	-3.426888830049878987e-01	-9.693087562722442208e-01	-5.652934835243699219e-01	-7.288423996366381052e-01	-4.801971961351502727e-01	-1.269322622650296828e-01	-8.403484724035781284e-01	-6.865589529477728048e-01	-9.730334705234364723e-01	-9.955401209613347069e-01	-3.787951760171421878e-01	-8.390905733194649052e-01	-9.999652011376113370e-01	-5.106931909888627885e-01	-8.768459746225498730e-01	-1.713064803791106983e-01	-6.757894500052448183e-01	-9.562245889675948796e-01	2.168576843717412439e-01	-9.980936411914433926e-01	-7.337772356621246050e-01	-9.603604731996291388e-01	-6.128424444336484367e-01	-3.067863311209838573e-01	-6.990809699133282429e-01	-4.977491378535389144e-01	1.027117318423516334e-01	-8.058624047797627865e-01	-9.444243821980199405e-01	-6.234046530290889843e-01	-7.292214864112895878e-01	2.090439716415886939e-01	-9.989473046338240847e-01
4.250000000000000000e+00	-8.267055355281699436e-01	-3.955908753003832823e-01	-9.033718739711634749e-01	7.446256790121288383e-01	-9.572579527756331919e-01	-3.838937388127244832e-01	-6.772386426037731999e-01	-2.815363496029802959e-01	-9.807597809945833855e-01	8.161134914472165658e-01	-4.458291945068553197e-01	-3.424184219232906945e-01	9.948882821702363932e-01	-2.957734384583953213e-01	-4.328851413676512161e-01	-9.999871884777652431e-01	-1.949406041417641733e-01	3.417074243461005190e-01	-7.884197242490788016e-01	-7.172486167802462516e-03	-3.751692024432061179e-01	-1.956392690150245833e-02	4.169981656443678131e-01	-9.830435459729318648e-01	-2.562267902488112314e-01	-8.854566927270224319e-01	-7.604778931533162645e-01	5.001354913448238237e-01	-9.953765541549690621e-01	-8.967645755378372829e-01	-1.100463596509989499e-03	3.482156622328572843e-02	-8.155879751182625315e-01	-8.742418929060674637e-01	-1.596558431289721580e-01	7.951996996144664598e-01	-8.221516136958990639e-01	-9.003585587072624463e-01	-5.587608399099520673e-01	1.163091299736673523e-01	9.199830699800920497e-02	-1.078813807502090605e-01	1.590145236263604822e-01	6.262867618434471151e-01	-2.068765319246802792e-02	-8.854516571448762807e-01	1.557411064079176621e-01	-9.991339030932596676e-01	8.469740008333596082e-01	-9.228187787281331156e-01
4.500000000000000000e+00	-4.180478204991826541e-01	4.130781373216217411e-01	-6.297933517592501085e-01	9.875652042780338480e-01	-9.139108383636891375e-01	5.789532212652171994e-01	-5.144663282575491214e-01	-7.108680880732158591e-02	-9.547090121084318426e-01	9.940750557658348807e-01	3.333560200563760456e-01	2.706913326766228686e-02	7.183145925306975155e-01	3.016490947509116172e-01	2.488710897238218256e-01	-7.231167810196530432e-01	5.148329826954795019e-01	9.534348718945871992e-01	-5.299830018288230749e-01	8.794484656203968020e-01	-2.011124276076629164e-02	6.338523921698602237e-01	9.567140961815999711e-01	-5.471184707623328869e-01	1.605360123254817584e-01	-2.861948926075316146e-01	-4.974703555862052262e-01	7.356770855712948531e-01	-7.441273950628533029e-01	-6.131835268776070214e-01	6.678028338121889673e-01	5.308930099345644527e-01	-9.963685490110461007e-01	-7.937704352163511556e-01	3.118481120889350922e-01	9.967609048204758571e-01	-3.668334294311990651e-01	-9.774851166363839328e-01	-2.097181576792449542e-01	6.675777616000238002e-01	7.184264607210456566e-01	4.057094590897787345e-01	8.359804768943253084e-01	8.978561551502165505e-01	6.988093848085945581e-01	-6.484741767546817748e-01	8.097602697266911287e-01	-4.466551807896386173e-01	9.874790099067183302e-01	-8.218947526579316598e-01
4.750000000000000000e+00	5.535459470515273761e-01	6.799928128162073815e-01	-3.571281591934979405e-01	6.174212541633904427e-01	-3.172063303245054033e-01	9.969786947742487193e-01	2.927790837312290728e-01	6.267343249499646163e-01	-8.230717451551196051e-01	9.280163873366719107e-01	9.711032363697619241e-01	4.241148922802332466e-01	2.276179047219872298e-01	8.494369931475227453e-01	9.482952308212463377e-01	-6.638965031866413957e-01	9.400013811228671301e-01	8.150043784819060999e-01	9.736526766952609269e-02	9.920714567520713123e-01	7.380098280636577801e-01	9.978397651181354355e-01	9.110878643647236652e-01	4.881479929828856923e-01	4.989548208650326222e-01	5.947727940402028901e-01	-9.817790425267597376e-02	9.900737973226105826e-01	-1.406168160409629331e-01	7.649425409831507594e-02	9.916329846579271523e-01	9.375271192828282807e-01	-7.146787786735165904e-01	-3.463739975412036265e-01	6.599852716796215102e-01	7.246992123096930305e-01	1.517163865572317694e-01	-5.071476578981838346e-01	7.168336176503239399e-01	9.785065528427435710e-01	8.745147277824900645e-01	7.710535601959340735e-01	9.977203007367414500e-01	9.969582487376158486e-01	8.988633248277664300e-01	-2.380501508561309043e-01	9.530978294329363054e-01	4.268354338915199553e-01	5.689436238274423463e-01	-4.592679004529247044e-01
5.000000000000000000e+00	7.024992123924513887e-01	9.971052928507636581e-01	2.064786899147355581e-01	-6.818572843016239282e-02	4.307481471086253566e-01	8.586458275926153183e-01	7.483960692137846538e-01	9.209604447835482155e-01	7.102116167692987259e-02	5.707815172900896350e-01	8.943680296853790956e-01	7.758616540414733365e-01	-7.409405980879117948e-01	9.626373312815519334e-01	9.024355399307861791e-01	-1.876087192786769220e-01	7.309550135556542871e-01	5.603010516973108146e-01	7.453885349250981562e-01	9.965389069721443116e-01	9.589777019429677196e-01	8.130380532181684661e-01	3.710240032158270140e-01	8.743321033429866107e-01	8.682702738483619731e-01	9.465588594929197352e-01	3.152692071032330290e-01	6.675896396253008236e-01	4.448021440342779242e-01	4.332661979956386467e-01	7.471882521824628753e-01	9.880210911654120354e-01	-4.388572799786425588e-02	4.945359651915239019e-02	9.970933367278090875e-01	1.299538214424908640e-02	7.057840439038751690e-01	-7.130023178290108288e-02	8.891263809713062516e-01	8.269708760930447600e-01	9.842632149688773646e-01	9.993111125335188971e-01	9.334883576840560249e-01	8.707858980278554428e-01	9.843748186984854209e-01	3.646316109417309659e-01	5.322886811577685062e-01	7.776632206731177721e-01	9.998348321090025359e-02	3.718761115428714098e-02
